ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
14697,34,No,Travel_Rarely,Research & Development,10,Male,3,1,Laboratory Technician,2,Divorced,2008,1,No,14,3,2,1,3,1,1,0,12th,26-06-2020,Dept.Head,WFH,4,1,No,Walk-in,FullTime
14987,25,Yes,Travel_Rarely,Sales,19,Male,2,1,Sales Representative,2,Married,2413,1,Yes,18,3,3,1,2,1,0,0,Post-Graduation,24-04-2020,Work Accident,WFH,5,3,Yes,Walk-in,FullTime
12790,40,No,Travel_Rarely,Sales,10,Male,2,3,Sales Executive,2,Divorced,9705,2,No,12,3,1,11,2,1,0,0,Post-Graduation,09-03-2020,Dept.Head,OFFICE,4,2,No,Job Event,FullTime
15564,19,Yes,Travel_Rarely,Sales,21,Male,2,1,Sales Representative,2,Single,2121,1,Yes,13,3,0,1,3,1,0,0,PHD,07-03-2020,Work Environment,OFFICE,2,0,No,Recruiter,Contract
15888,20,Yes,Travel_Rarely,Research & Development,4,Male,3,1,Laboratory Technician,1,Single,2973,1,No,19,3,0,1,2,1,0,0,Graduation,27-03-2020,Salary,OFFICE,0,1,Yes,Job Event,Contract
16214,40,No,Travel_Frequently,Research & Development,9,Male,3,1,Research Scientist,2,Divorced,3617,8,Yes,14,3,1,3,2,1,0,0,Graduation,07-03-2020,Work Environment,WFH,2,0,No,Recruiter,Contract
16598,58,Yes,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,3,Single,2479,4,No,24,4,0,7,4,1,0,0,Graduation,03-05-2020,Work Accident,WFH,4,2,Yes,Walk-in,Contract
17948,40,Yes,Non-Travel,Sales,24,Female,4,4,Sales Executive,2,Single,13194,4,Yes,16,3,0,22,2,1,0,0,Graduation,27-06-2020,Dept.Head,OFFICE,4,3,Yes,Recruiter,FullTime
18506,20,Yes,Travel_Rarely,Research & Development,11,F,2,1,Research Scientist,1,Single,2600,1,Yes,15,3,0,1,2,1,0,0,Graduation,21-01-2020,Better Opportunity,OFFICE,0,2,Yes,Job Portal,FullTime
17224,42,No,Travel_Rarely,Sales,5,Male,3,5,Manager,3,Married,18303,6,No,13,3,0,21,3,1,0,0,Graduation,17-05-2020,Work Environment,WFH,4,2,No,Job Event,Part Time
18180,50,No,Travel_Rarely,Research & Development,9,Male,3,1,Laboratory Technician,4,Married,2380,4,No,18,3,0,8,5,1,0,0,Graduation,11-06-2020,Salary,WFH,3,0,No,Walk-in,FullTime
17260,37,Yes,Travel_Rarely,Research & Development,11,Female,1,2,Healthcare Representative,2,Married,4777,5,No,15,3,0,15,2,1,0,0,Post-Graduation,09-01-2020,Better Opportunity,OFFICE,2,0,No,Recruiter,FullTime
18626,38,No,Travel_Rarely,Sales,3,Male,3,2,Sales Executive,4,Single,6861,8,Yes,12,3,0,19,1,1,0,0,PHD,16-04-2020,Dept.Head,WFH,1,1,No,Recruiter,Contract
12234,36,Yes,Travel_Rarely,Research & Development,15,Male,3,2,Laboratory Technician,3,Divorced,4834,7,No,14,3,1,9,3,1,0,0,Graduation,13-05-2020,Work Environment,OFFICE,4,2,Yes,Walk-in,FullTime
18124,34,No,Travel_Rarely,Sales,10,Female,3,1,Sales Representative,3,Married,2220,1,Yes,19,3,1,1,2,1,0,0,Post-Graduation,18-02-2020,Salary,OFFICE,0,3,Yes,Job Event,FullTime
16541,28,No,Travel_Rarely,Sales,10,Male,3,1,Sales Representative,2,Married,1052,1,No,22,4,0,1,5,1,0,0,Post-Graduation,25-04-2020,Work Environment,WFH,0,0,Yes,Job Event,Contract
19064,43,No,Travel_Rarely,Sales,25,Male,2,3,Sales Executive,4,Divorced,10798,5,No,13,3,1,18,5,1,0,0,Post-Graduation,27-06-2020,Work Accident,OFFICE,4,2,No,Walk-in,Part Time
13929,21,Yes,Travel_Rarely,Research & Development,10,Female,2,1,Laboratory Technician,1,Single,1416,1,No,13,3,0,1,6,1,1,0,12th,25-06-2020,Work Environment,OFFICE,1,1,Yes,Recruiter,Contract
17559,37,No,Travel_Rarely,Sales,10,Female,2,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,8,5,1,0,0,Post-Graduation,25-06-2020,Salary,WFH,3,2,Yes,Recruiter,Part Time
12588,26,Yes,Travel_Rarely,Research & Development,21,Male,3,1,Laboratory Technician,3,Divorced,2377,1,No,20,4,1,1,0,1,0,0,12th,31-03-2020,Work Environment,OFFICE,0,0,No,Walk-in,FullTime
12702,28,Yes,Travel_Frequently,Research & Development,1,Male,2,1,Laboratory Technician,2,Divorced,2596,1,No,15,3,2,1,2,1,0,0,PHD,23-06-2020,Work Environment,WFH,0,2,No,Recruiter,Contract
14499,38,No,Travel_Rarely,Sales,2,Male,3,3,Sales Executive,2,Single,7351,7,No,16,3,0,10,2,1,0,0,12th,29-03-2020,Salary,WFH,3,0,No,Recruiter,Part Time
15433,42,No,Travel_Rarely,Research & Development,29,Male,1,2,Laboratory Technician,4,Single,4272,4,No,19,3,0,16,3,1,0,0,Post-Graduation,17-03-2020,Work Environment,WFH,0,1,No,Walk-in,FullTime
16413,41,No,Travel_Rarely,Research & Development,12,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,6,4,1,0,0,12th,30-01-2020,Better Opportunity,OFFICE,1,0,No,Recruiter,FullTime
13766,28,Yes,Travel_Rarely,Research & Development,12,Female,3,1,Laboratory Technician,4,Married,2515,1,Yes,11,3,0,1,4,1,0,0,Post-Graduation,14-01-2020,Work Environment,OFFICE,4,1,Yes,Job Portal,FullTime
18025,40,No,Travel_Frequently,Research & Development,26,Female,2,2,Research Scientist,4,Married,4422,3,Yes,13,3,1,16,3,1,0,0,Graduation,29-05-2020,Salary,WFH,5,3,No,Recruiter,Part Time
17637,32,No,Non-Travel,Sales,2,Female,3,1,Sales Representative,1,Divorced,2827,1,No,12,3,3,1,3,1,0,0,Post-Graduation,07-02-2020,Dept.Head,OFFICE,4,0,No,Job Portal,FullTime
13275,19,No,Travel_Rarely,Research & Development,9,Male,3,1,Research Scientist,1,Single,2552,1,No,25,4,0,1,4,1,0,0,Post-Graduation,26-01-2020,Work Environment,WFH,5,1,Yes,Walk-in,Contract
17904,41,Yes,Non-Travel,Research & Development,5,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,3,1,5,2,1,0,0,12th,01-03-2020,Work Accident,WFH,0,3,Yes,Job Portal,Contract
15572,24,Yes,Travel_Rarely,Research & Development,17,Female,3,1,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,3,1,0,0,Post-Graduation,19-01-2020,Work Environment,OFFICE,5,3,No,Walk-in,FullTime
19271,42,No,Travel_Frequently,Research & Development,26,Female,3,3,Research Director,1,Married,13191,3,Yes,17,3,0,20,6,1,0,0,Graduation,21-03-2020,Better Opportunity,OFFICE,1,3,No,Recruiter,Part Time
12506,19,Yes,Non-Travel,Research & Development,10,Female,2,1,Research Scientist,2,Single,1859,1,Yes,25,4,0,1,2,1,0,0,Graduation,01-04-2020,Work Accident,OFFICE,1,1,Yes,Walk-in,Part Time
19477,49,No,Travel_Rarely,Research & Development,4,Male,2,5,Manager,3,Married,18711,2,No,13,3,1,23,2,1,0,0,Post-Graduation,22-05-2020,Salary,OFFICE,4,1,No,Recruiter,Contract
12991,48,No,Travel_Rarely,Research & Development,2,Male,4,1,Laboratory Technician,2,Single,2559,5,No,11,3,0,7,4,1,0,0,Graduation,06-01-2020,Work Environment,OFFICE,3,0,No,Recruiter,Part Time
17209,48,No,Travel_Rarely,Research & Development,1,Male,2,5,Research Director,4,Single,18265,6,No,12,3,0,25,3,1,0,0,Graduation,03-02-2020,Work Environment,WFH,5,0,Yes,Walk-in,Part Time
12019,34,No,Travel_Rarely,Research & Development,20,Female,4,1,Research Scientist,3,Married,2585,0,No,17,3,0,2,5,1,0,0,12th,10-04-2020,Dept.Head,WFH,5,2,Yes,Recruiter,FullTime
14454,19,No,Travel_Rarely,Research & Development,25,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,3,0,1,2,1,0,1,Post-Graduation,21-03-2020,Work Environment,WFH,3,0,No,Walk-in,Contract
16146,23,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,3,Married,1223,1,No,22,4,1,1,2,1,0,1,Graduation,30-03-2020,Better Opportunity,OFFICE,2,1,Yes,Job Event,FullTime
14011,25,Yes,Travel_Frequently,Sales,24,Male,1,1,Sales Representative,4,Single,1118,1,Yes,14,3,0,1,4,1,1,0,PHD,27-06-2020,Better Opportunity,OFFICE,0,1,No,Walk-in,FullTime
15826,42,No,Travel_Rarely,Research & Development,7,Female,4,2,Research Scientist,2,Married,2372,6,Yes,16,3,0,18,2,1,0,0,12th,18-04-2020,Work Accident,WFH,5,3,Yes,Walk-in,FullTime
17060,27,No,Travel_Rarely,Sales,11,Female,4,1,Sales Representative,4,Married,2534,8,No,14,3,1,5,4,1,0,0,Post-Graduation,28-01-2020,Work Accident,OFFICE,2,1,Yes,Job Portal,Contract
18932,31,Yes,Travel_Frequently,Sales,2,Female,2,1,Sales Representative,4,Single,2785,7,No,14,3,0,3,3,1,0,0,12th,27-06-2020,Dept.Head,WFH,1,1,No,Recruiter,Contract
17799,31,Yes,Travel_Frequently,Sales,1,Female,1,1,Sales Representative,3,Single,1359,1,No,12,3,0,1,3,1,0,0,Graduation,27-06-2020,Dept.Head,WFH,0,1,Yes,Recruiter,Part Time
16154,31,Yes,Travel_Rarely,Research & Development,8,Female,2,1,Research Scientist,2,Single,1261,1,No,12,3,0,1,3,1,0,0,Graduation,17-01-2020,Salary,WFH,5,2,Yes,Job Portal,Contract
17252,39,Yes,Non-Travel,Research & Development,2,Female,2,1,Laboratory Technician,1,Single,3646,2,Yes,23,4,0,11,2,1,0,0,PHD,18-04-2020,Work Accident,WFH,4,3,Yes,Walk-in,Contract
13406,44,No,Travel_Frequently,Sales,1,Female,3,2,Sales Executive,3,Married,4768,7,No,12,3,1,11,4,1,0,0,Graduation,24-04-2020,Work Accident,OFFICE,0,2,No,Job Portal,Contract
16535,30,No,Non-Travel,Research & Development,7,M,3,1,Research Scientist,3,Divorced,1274,1,No,13,3,2,1,2,1,0,0,Post-Graduation,31-01-2020,Better Opportunity,WFH,4,1,No,Recruiter,Contract
12794,35,No,Travel_Rarely,Sales,7,Male,3,1,Sales Representative,3,Married,2404,1,No,13,3,1,1,3,1,0,0,PHD,05-04-2020,Dept.Head,OFFICE,4,3,Yes,Job Event,Contract
18901,24,No,Non-Travel,Sales,13,Female,3,1,Sales Representative,2,Married,2033,1,No,13,3,1,1,2,1,0,0,PHD,27-03-2020,Dept.Head,OFFICE,4,1,Yes,Recruiter,FullTime
12190,28,No,Travel_Rarely,Research & Development,1,Male,2,1,Research Scientist,3,Divorced,1563,1,No,14,3,1,1,2,1,0,0,12th,26-03-2020,Better Opportunity,OFFICE,4,3,No,Job Portal,Contract
18946,42,No,Travel_Rarely,Research & Development,2,Male,2,1,Laboratory Technician,2,Married,4841,4,No,14,3,1,4,3,1,0,0,Post-Graduation,19-02-2020,Work Accident,WFH,5,1,Yes,Walk-in,Contract
15604,24,No,Travel_Rarely,Research & Development,21,Male,2,1,Laboratory Technician,1,Divorced,2296,0,No,14,3,3,2,3,1,0,0,Post-Graduation,05-03-2020,Better Opportunity,WFH,4,3,No,Job Event,FullTime
18030,29,No,Travel_Rarely,Research & Development,9,Male,4,1,Research Scientist,3,Married,2451,6,No,18,3,2,5,2,1,0,0,Graduation,14-03-2020,Work Environment,OFFICE,3,1,Yes,Job Portal,Contract
12652,35,Yes,Travel_Rarely,Research & Development,2,Female,3,1,Laboratory Technician,1,Divorced,2074,1,Yes,12,3,1,1,2,1,0,0,PHD,15-03-2020,Work Environment,OFFICE,3,3,No,Job Portal,FullTime
12205,34,No,Travel_Rarely,Research & Development,7,Male,3,1,Research Scientist,4,Single,2972,1,No,13,3,0,1,4,1,0,0,Post-Graduation,28-05-2020,Salary,OFFICE,2,0,No,Job Portal,FullTime
19195,26,No,Travel_Rarely,Research & Development,3,Female,3,1,Research Scientist,4,Married,2061,1,No,21,4,0,1,5,1,0,0,Graduation,21-01-2020,Better Opportunity,WFH,2,2,No,Walk-in,Contract
12398,36,No,Travel_Rarely,Sales,1,Female,3,2,Sales Executive,3,Single,6815,6,No,13,3,0,15,5,1,0,0,Post-Graduation,01-02-2020,Better Opportunity,WFH,5,0,No,Walk-in,Part Time
15702,50,No,Travel_Rarely,Sales,9,Male,3,5,Manager,3,Married,19331,4,Yes,16,3,1,27,2,1,0,0,PHD,23-06-2020,Salary,OFFICE,4,1,Yes,Recruiter,FullTime
18865,42,No,Travel_Rarely,Research & Development,9,Male,2,5,Manager,4,Single,19613,8,No,22,4,0,24,2,1,0,1,12th,17-05-2020,Better Opportunity,OFFICE,1,1,Yes,Job Event,Contract
12621,35,No,Travel_Rarely,Research & Development,7,Male,2,1,Laboratory Technician,4,Married,2690,1,No,18,3,1,1,5,1,0,1,12th,17-02-2020,Work Accident,WFH,1,0,No,Recruiter,Contract
17885,28,Yes,Travel_Rarely,Research & Development,24,Male,3,1,Laboratory Technician,2,Married,2408,1,Yes,17,3,3,1,3,1,0,0,12th,08-04-2020,Dept.Head,WFH,1,1,Yes,Recruiter,FullTime
14540,32,Yes,Travel_Rarely,Research & Development,2,Male,3,1,Laboratory Technician,2,Single,1393,1,No,12,3,0,1,2,1,0,0,Graduation,08-02-2020,Salary,OFFICE,4,0,Yes,Walk-in,FullTime
15568,60,No,Travel_Rarely,Research & Development,1,Male,1,3,Healthcare Representative,4,Divorced,10883,3,No,20,4,1,19,2,1,0,0,12th,20-05-2020,Salary,OFFICE,1,1,No,Recruiter,Contract
15750,24,Yes,Travel_Rarely,Human Resources,22,Male,1,1,Human Resources,3,Married,1555,1,No,11,3,1,1,2,1,0,0,PHD,07-02-2020,Better Opportunity,OFFICE,1,2,No,Walk-in,FullTime
12243,40,No,Travel_Rarely,Research & Development,8,Female,3,2,Manufacturing Director,1,Married,6516,2,Yes,16,3,1,18,3,1,0,0,Post-Graduation,19-02-2020,Dept.Head,OFFICE,0,1,Yes,Recruiter,Contract
14271,47,No,Non-Travel,Sales,2,Male,3,2,Sales Executive,2,Married,4978,7,No,11,3,1,4,3,1,0,0,12th,10-03-2020,Dept.Head,OFFICE,0,0,No,Job Portal,Part Time
14739,31,Yes,Travel_Rarely,Sales,16,Male,3,3,Sales Executive,3,Married,8161,2,No,13,3,3,10,2,1,0,0,Post-Graduation,13-01-2020,Work Accident,OFFICE,4,3,Yes,Job Event,Part Time
18642,29,No,Travel_Rarely,Research & Development,4,F,2,1,Research Scientist,1,Divorced,2109,1,No,13,3,1,1,2,1,0,0,Graduation,24-05-2020,Work Environment,OFFICE,3,3,No,Walk-in,FullTime
18236,38,No,Travel_Rarely,Research & Development,18,Male,1,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,1,15,2,1,1,0,Post-Graduation,21-02-2020,Work Accident,WFH,2,1,Yes,Job Event,Part Time
18892,43,Yes,Travel_Frequently,Research & Development,17,Male,2,1,Research Scientist,3,Married,2437,9,Yes,16,3,1,6,4,1,0,0,PHD,04-05-2020,Dept.Head,OFFICE,3,1,No,Walk-in,Contract
15854,55,No,Travel_Rarely,Research & Development,2,Male,2,5,Research Director,1,Married,19038,8,No,12,3,3,34,2,1,0,0,PHD,16-03-2020,Better Opportunity,WFH,4,1,Yes,Recruiter,Contract
18142,21,Yes,Travel_Rarely,Sales,7,Male,3,1,Sales Representative,2,Single,2679,1,No,13,3,0,1,3,1,1,0,PHD,26-05-2020,Work Accident,WFH,5,2,Yes,Job Event,Part Time
12351,22,Yes,Travel_Rarely,Research & Development,8,Female,3,1,Laboratory Technician,1,Married,2398,1,Yes,17,3,0,1,6,1,0,0,12th,05-03-2020,Salary,WFH,5,3,Yes,Job Event,FullTime
13505,31,Yes,Travel_Rarely,Human Resources,18,Male,4,1,Human Resources,1,Married,2956,0,No,17,3,0,2,4,1,0,0,Post-Graduation,15-06-2020,Work Accident,WFH,4,1,Yes,Walk-in,Contract
16186,36,No,Travel_Rarely,Research & Development,2,Female,3,2,Research Scientist,2,Married,6962,4,Yes,22,4,1,15,2,1,0,0,Graduation,01-05-2020,Work Environment,WFH,4,0,Yes,Recruiter,Part Time
18165,29,No,Travel_Rarely,Human Resources,6,Male,2,1,Human Resources,2,Married,2804,1,No,11,3,0,1,3,1,0,0,Post-Graduation,14-02-2020,Dept.Head,WFH,1,3,Yes,Job Portal,Part Time
12328,29,Yes,Travel_Frequently,Research & Development,24,Male,2,1,Research Scientist,4,Single,2439,1,Yes,24,4,0,1,3,1,1,0,Graduation,30-06-2020,Salary,OFFICE,3,1,Yes,Job Portal,Part Time
17065,28,No,Travel_Rarely,Sales,3,Female,3,1,Sales Representative,2,Married,2856,1,No,19,3,1,1,3,1,0,0,12th,04-02-2020,Better Opportunity,OFFICE,3,2,Yes,Job Event,Contract
18340,30,Yes,Travel_Rarely,Sales,9,Male,3,1,Sales Representative,4,Single,1081,1,No,13,3,0,1,3,1,0,0,Post-Graduation,13-06-2020,Better Opportunity,WFH,0,0,No,Job Event,FullTime
16296,22,Yes,Travel_Rarely,Research & Development,7,Male,3,1,Research Scientist,2,Single,2472,1,Yes,23,4,0,1,2,1,0,0,Post-Graduation,13-05-2020,Work Environment,OFFICE,0,1,No,Job Portal,FullTime
17675,26,No,Travel_Rarely,Research & Development,1,Female,2,1,Research Scientist,3,Married,2933,1,Yes,13,3,1,1,3,1,1,0,PHD,29-05-2020,Salary,OFFICE,1,0,Yes,Job Portal,Part Time
15629,29,Yes,Travel_Frequently,Sales,24,Male,4,1,Sales Representative,1,Single,1091,1,No,17,3,0,1,3,1,0,0,Post-Graduation,02-03-2020,Dept.Head,WFH,5,0,No,Job Portal,Part Time
13216,58,No,Travel_Rarely,Sales,21,Female,3,4,Manager,4,Married,17875,4,Yes,13,3,1,29,2,1,0,0,12th,31-03-2020,Salary,WFH,2,1,No,Recruiter,Part Time
16754,27,Yes,Travel_Frequently,Human Resources,22,F,2,1,Human Resources,2,Married,2863,1,No,12,3,0,1,2,1,0,0,PHD,18-06-2020,Salary,OFFICE,3,3,No,Recruiter,Part Time
12624,38,No,Travel_Rarely,Sales,1,Male,2,1,Sales Representative,1,Single,2858,4,No,14,3,0,20,3,1,0,0,Post-Graduation,08-01-2020,Work Environment,WFH,3,1,No,Job Portal,FullTime
16951,32,No,Travel_Rarely,Research & Development,5,Male,2,2,Manufacturing Director,4,Single,9679,8,No,24,4,0,8,1,1,0,0,12th,08-06-2020,Better Opportunity,WFH,3,2,No,Job Portal,Contract
18378,31,No,Travel_Rarely,Research & Development,2,Female,1,1,Laboratory Technician,4,Divorced,1129,1,Yes,11,3,3,1,4,1,0,0,PHD,30-03-2020,Dept.Head,OFFICE,4,3,No,Recruiter,Contract
14253,33,No,Non-Travel,Research & Development,1,Male,2,1,Laboratory Technician,3,Divorced,2008,1,No,12,3,3,1,2,1,0,0,PHD,26-05-2020,Better Opportunity,WFH,0,1,Yes,Walk-in,Contract
17909,40,No,Travel_Rarely,Research & Development,1,Male,3,1,Laboratory Technician,4,Married,2406,8,No,19,3,2,8,3,1,0,0,Post-Graduation,15-03-2020,Salary,WFH,1,2,Yes,Recruiter,FullTime
16787,23,Yes,Travel_Frequently,Sales,9,Male,3,1,Sales Representative,1,Married,1790,1,No,19,3,1,1,3,1,1,0,Post-Graduation,02-04-2020,Work Accident,OFFICE,2,3,No,Job Event,FullTime
12616,27,No,Travel_Rarely,Research & Development,2,Male,3,1,Laboratory Technician,2,Married,3468,9,No,12,3,1,6,3,2,2,2,Graduation,19-02-2019,Dept.Head,WFH,0,2,Yes,Job Portal,Contract
18215,34,No,Travel_Rarely,Research & Development,19,Male,3,1,Laboratory Technician,4,Divorced,2661,0,No,11,3,1,3,2,2,1,2,PHD,01-05-2019,Work Environment,OFFICE,2,2,Yes,Job Event,FullTime
15002,46,No,Travel_Rarely,Sales,2,Female,3,5,Manager,1,Single,18947,3,No,12,3,0,22,2,2,2,1,Post-Graduation,16-03-2019,Work Accident,WFH,2,2,No,Recruiter,Part Time
18191,24,Yes,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,4,Married,2293,2,Yes,16,3,1,6,2,2,2,0,Graduation,26-01-2019,Work Environment,WFH,1,3,Yes,Job Event,Part Time
12317,35,No,Travel_Rarely,Sales,2,Female,3,1,Sales Representative,4,Married,2014,1,No,13,3,0,2,3,2,2,2,12th,16-04-2019,Salary,OFFICE,1,1,No,Job Event,FullTime
15512,28,Yes,Travel_Rarely,Research & Development,5,Male,3,1,Laboratory Technician,3,Single,3441,1,Yes,13,3,0,2,3,2,2,2,PHD,03-05-2019,Salary,OFFICE,2,2,Yes,Job Event,Contract
14096,26,No,Travel_Rarely,Sales,23,Female,2,2,Sales Executive,4,Married,4157,7,Yes,19,3,1,5,2,2,0,0,Post-Graduation,17-05-2019,Work Accident,WFH,4,3,Yes,Recruiter,FullTime
12217,35,No,Travel_Rarely,Research & Development,23,Female,3,1,Laboratory Technician,1,Married,4014,3,Yes,15,3,1,4,3,2,2,2,PHD,04-02-2019,Work Environment,WFH,3,0,No,Job Portal,Part Time
19448,25,No,Travel_Rarely,Research & Development,7,Male,2,1,Research Scientist,4,Married,2889,1,No,11,3,2,2,2,2,2,1,12th,27-05-2019,Dept.Head,WFH,4,0,No,Job Portal,Contract
15188,22,No,Travel_Rarely,Research & Development,2,Male,3,1,Laboratory Technician,4,Married,2523,0,No,14,3,1,3,2,2,2,1,Graduation,30-06-2019,Dept.Head,OFFICE,4,0,Yes,Walk-in,FullTime
18391,50,No,Travel_Frequently,Sales,12,Female,3,3,Sales Executive,4,Single,9208,4,No,11,3,0,16,3,2,2,1,12th,16-04-2019,Salary,OFFICE,5,0,No,Job Portal,Contract
17718,31,Yes,Travel_Rarely,Sales,20,Female,1,2,Sales Executive,3,Married,4559,3,Yes,11,3,1,4,2,2,2,2,Graduation,07-06-2019,Salary,OFFICE,0,3,No,Walk-in,Part Time
16234,25,No,Travel_Rarely,Sales,28,Male,2,2,Sales Executive,3,Married,8639,2,No,18,3,0,6,3,2,2,2,Post-Graduation,11-02-2019,Work Environment,OFFICE,1,2,Yes,Job Portal,Contract
16710,22,No,Travel_Rarely,Research & Development,19,Male,3,1,Research Scientist,4,Married,2323,1,No,24,4,2,2,6,2,2,2,12th,13-04-2019,Work Environment,WFH,5,0,Yes,Walk-in,Part Time
13211,27,No,Non-Travel,Research & Development,9,Male,3,1,Research Scientist,2,Divorced,2024,6,No,18,3,1,6,1,2,2,2,Post-Graduation,19-03-2019,Dept.Head,OFFICE,4,1,No,Job Portal,Contract
15576,56,No,Travel_Rarely,Research & Development,8,Female,3,1,Research Scientist,1,Divorced,4257,4,Yes,18,3,1,19,3,2,2,2,Graduation,27-04-2019,Dept.Head,OFFICE,1,1,No,Recruiter,Part Time
12043,38,No,Travel_Rarely,Research & Development,9,Female,3,1,Laboratory Technician,4,Single,2288,1,No,12,3,0,2,3,2,2,1,Post-Graduation,28-06-2019,Work Environment,WFH,5,1,Yes,Recruiter,FullTime
15492,27,No,Travel_Frequently,Research & Development,1,Male,2,2,Manufacturing Director,1,Married,4298,5,No,19,3,1,6,1,2,2,0,Post-Graduation,05-05-2019,Work Accident,WFH,4,3,Yes,Walk-in,Contract
16738,52,No,Travel_Rarely,Research & Development,2,Female,2,1,Laboratory Technician,4,Single,3212,7,No,15,3,0,6,3,2,2,2,Post-Graduation,02-03-2019,Dept.Head,WFH,2,3,Yes,Job Portal,Contract
15948,59,No,Travel_Rarely,Human Resources,6,Male,3,1,Human Resources,3,Married,2267,8,No,17,3,0,7,2,2,2,2,12th,11-01-2019,Work Accident,OFFICE,2,3,Yes,Walk-in,Contract
18218,31,No,Travel_Frequently,Research & Development,3,Male,3,3,Research Director,3,Divorced,13675,9,No,12,3,1,9,3,2,2,2,12th,22-04-2019,Dept.Head,WFH,1,3,No,Job Portal,Contract
15210,33,No,Travel_Rarely,Research & Development,5,Female,2,1,Research Scientist,4,Married,2911,1,No,13,3,1,2,2,2,0,2,Post-Graduation,07-06-2019,Better Opportunity,WFH,4,2,Yes,Recruiter,Part Time
17964,38,No,Travel_Rarely,Research & Development,23,Male,3,2,Healthcare Representative,4,Divorced,5745,9,No,14,3,1,10,2,2,1,2,12th,24-01-2019,Better Opportunity,OFFICE,5,2,Yes,Walk-in,FullTime
13700,31,No,Travel_Frequently,Sales,5,Female,3,1,Sales Representative,2,Divorced,2789,1,No,11,3,1,2,5,2,2,2,12th,01-01-2019,Work Accident,WFH,0,2,No,Recruiter,FullTime
14084,31,No,Travel_Rarely,Human Resources,2,Male,2,2,Human Resources,1,Married,6410,3,No,12,3,0,9,1,2,1,0,Graduation,19-02-2019,Salary,OFFICE,1,1,Yes,Job Portal,Contract
13852,31,No,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,4,Divorced,2695,0,Yes,18,3,1,3,2,2,2,2,Graduation,08-03-2019,Better Opportunity,WFH,2,3,Yes,Job Event,Part Time
17311,30,No,Non-Travel,Sales,25,Female,3,2,Sales Executive,3,Married,4736,7,Yes,12,3,1,4,2,2,2,2,Post-Graduation,29-06-2019,Dept.Head,OFFICE,0,3,No,Walk-in,Part Time
17366,31,No,Travel_Rarely,Research & Development,9,Male,2,1,Research Scientist,2,Single,2657,0,Yes,16,3,0,3,5,2,2,2,Post-Graduation,16-03-2019,Salary,WFH,5,2,Yes,Recruiter,Part Time
13151,36,No,Travel_Rarely,Research & Development,2,Female,3,1,Research Scientist,3,Married,2543,4,No,13,3,1,6,3,2,2,2,Post-Graduation,21-05-2019,Better Opportunity,OFFICE,4,3,Yes,Recruiter,Contract
15402,22,No,Travel_Rarely,Research & Development,11,Female,3,1,Research Scientist,2,Married,2244,1,No,13,3,1,2,1,2,1,2,PHD,03-06-2019,Salary,OFFICE,4,2,Yes,Job Event,Contract
19106,25,Yes,Travel_Rarely,Research & Development,3,Male,3,1,Laboratory Technician,1,Married,4031,5,No,13,3,1,6,5,2,0,2,PHD,29-01-2019,Work Accident,OFFICE,2,1,No,Recruiter,Contract
14691,45,No,Travel_Rarely,Research & Development,10,Male,3,1,Research Scientist,4,Married,2654,3,No,21,4,2,8,3,2,0,2,Post-Graduation,10-03-2019,Work Environment,WFH,2,2,Yes,Walk-in,FullTime
